text,is_racism,is_against
"O Flamengo está muito próximo de um acerto com o zagueiro Zapata, do Milan. O zagueiro colombiano hoje é o mais provável reforço entre os zagueiros especulados. As conversas foram intensificadas e o negócio está próximo do fim. #Flamengo",0,0
experimenta nascer pobre e preto po,0,0
Agora que eu tenho um celular decente finalmente voltei a jogar Pokémon Go KKKKKKKK esse negócio vicia mais que cocaína cara n da,0,0
"@twteg @pimentabacanuda HÁ! sabiiiia! o negócio já é fácil pra confundir, aí junta com meu ouvido ruim, rum! já viu... hahaha",0,0
"PEGO EM FLAGRANTE: LADRÃO DE CALCINHAS FOI ESPANCADO NA ZONA RURAL DE BREJÃO, NO AGRESTE DE PERNAMBUCO https://t.co/lS59iWonWY",0,0
"Esse cara comparou mulheres com cadelas na campanha do Bolsonaro. Espancou violentamente a namorada e provavelmente se matou. ""Tinha o sonho de mudar o país em meu nome"" disse @jairbolsonaro   ""Cidadão de bem"" e não um músico preto e favelado qualquer  https://t.co/5T6PkLq9DD",0,0
É impressionante a quantidade de vezes que cliente chega perguntando se eu faço mais de uma opção de logotipo pra ele escolher.  Isso é um negócio tão errado mas que tá tão impregnado no mercado brasileiro que eu nem consigo colocar a culpa no cara. Eu só explico que não rola etc https://t.co/6eBWPmwFE2,0,0
"Apple anuncia o ""Dark Mode"" agora para os iPhones. O sistema ficará igual o Twitter Dark, com a tela parcialmente preta. Confira fotos:  #WWDC19 https://t.co/0uigzerWfX",0,0
@M7Goncalves7 matheus chamando urubu de meu loro,0,0
. @patofu e Orquestra Ouro Preto se apresentam em @inhotim. A banda se une ao Grupo Giramundo no espetáculo Música de Brinquedo 2. Já a orquestra traz um concerto especial com repertório dos Beatles. Confira: https://t.co/Og8LsMU2Vk  📷 Dudi Polonis + Íris Zanetti https://t.co/jesSKMQBlh,0,0
"#liesa lixo, tenque abrir a caixa preta.",0,0
@alexandrellima_ Kkkkkkk osh neguin tá na noia mrm em,0,0
mandei uma figurinha mt escrota no gp da família sem querer e eles tavam marcando um negócio p se encontrar como eu vou aparecer agrfi KKKKKKKK,0,0
"O Bloco é contra as touradas em Portugal, desde que não seja nas festas da Azambuja, que ainda dá para vender umas cervejas e fazer negócio. https://t.co/pUvrSTImvE",0,0
@_marczp ta tudo preto,0,0
"nao aguento mais esse negócio de ""to namorando a 14291918° pessoa da sua galeria, quem é?"" https://t.co/IhbZYyeG2G",0,0
Decidido vou voltar pro karatê nesse Caraí e esse ano vou ser faixa preta anotem,0,0
"É bom ver uns tweet tipo ""ah, almocei tal negócio... tava bom"" ou ""to vendo aquele filme do ator lá, muito bonito ele...""",0,0
"""Se você deixar pegadas quando for embora Eu protegerei o caminho que você tomar E o manterei em preto e branco""....Aonde você deixar suas pegadas eu seguirei elas, te amarei até depois do fim e isso é uma promessa I PURPLE YOU, meu espelho💜💜 #ARMYSeIcaDay  @BTS_twt #김태형 https://t.co/FGOJZXp86f",0,0
"como é difícil escolher esse negócio p crisma,socorro",0,0
"Acho juridicamente plausível comprovar a corresponsabilidade do presidente em todos os crimes de feminicídio, racismo, homofobia e assédio cometidos no Brasil. Boa parte de suas frases fornecem dados consistentes para os autos - e ele é o líder inquestionável de uma turba...",0,0
minha unha pintada de preto eh tudoh,0,0
@afrorevolt Obrigada Luana por nos mostrar que o comum pra grande maioria não é o correto! @afrorevolt qual livro vc indicaria sobre racismo institucional?,0,0
"#PacoteAntiCrimeÉFAKE. Como podem ousar chamar de “anti crime” algo que criminaliza ainda mais e acentua o racismo, a desigualdade e a violência diária vivida pela populações negras, das favelas e das periferias?  Pacote covardia. Pacote criminoso. Pacote racista. 😡 https://t.co/ntkbHN9lYS",0,0
@Raycostasantos_ E negócio no BTS FESTA né?,0,0
Amores vem ver um negócio aqui com a tia só não é estupro se a mocinha falar não e o mocinho falar ok desculpa e parar tá bom qualquer coisa diferente disso É ESTUPRO.,0,0
Esse negócio de febre e garganta inflamada não dá certo,0,0
"Jungkook de black hair bagunçado, calças de couro, uma camiseta preta, um tênis preto também, tatuagens em seus braços e pescoço, talvez unhas pintadas de preto? e um piercing no lábio   A imaginação é algo incrível",0,0
@eitafudeo já cansei de dizer q seu negócio é putaria kkkkkkkkkkk e vc n acredita,0,0
"@felipe9costabr @Pepe___ @LeiltonLei @ronaldrios @odiodobem O negócio é odiar feminista e esquerdopata, cidadão de bem q espanca mulher tá.proibido talkey 👍",0,0
"Vai Com Deus Cauã 😭😭😭 Nunca Será Esquecido,Vc Sempre Foi Uma Pessoa Incrível Sempre Com Esse Seu Sorriso Lindo No Rosto,Sempre Foi Um Ótimo Amigo,Vivia Brincando,E Agora É O Anjo Mais Lindo No Céu,Te Amo Muito Meu Preto.😭😭😭😭😭💔💔 https://t.co/pStDjiSd1w",0,0
seriao eu sempre digo q homem qnd se junta fica parecendo um bando de macaco e tds os dias eu comprovo mais e mais minha tese,0,0
Neguin faz textão na internet pra mostrar que sabe mais de bíblia que o outro kkkkkkkkk cha co ta,0,0
"quando estava procurando fotos do taron para postar na thread, eu percebi um negócio que mds estou chocada kkkkk",0,0
"A Apex-Brasil realiza 57 Projetos Setoriais, sendo 41 no segmento de Indústria e Serviços e 16 de agronegócios. Durante o evento, foram feitas apresentações do presidente Sergio Segovia e dos diretores de Negócios, Augusto Pestana, e de Gestão Corporativa, Edervaldo Teixeira",0,0
"Ora, ora, ora... Ao contrário do que afirmou o MP para embasar o pedido de quebra de sigilo (e conseguir), ele adquiriu os imóveis comerciais na Barra, mas apenas uma cota de 10% que não chegou a ser quitada. A dívida foi passada para frente. O MP está em maus lençóis! https://t.co/JUwj5FUeVR",0,0
"O Mestre do amor, o Professor do bem me ensinou na cruz que não existe ninguém melhor que ninguém, imagina um ladrão na última hora ir pro paraíso....",0,0
"Sim amigo o Monteiro Lobato não é racista não, o MEC que é esquerdista, ele claramente estava sendo ironico quando disse que o problema do Brasil é os brancos não terem força pra fazer uma kux Klan.",0,0
"Incrível que a bolinha preta estava na direção da Erica e agora estava na do Gianmarco, olha... só rindo mesmo.. hahaha. #GF16",0,0
"meu deus ja pensou tem o ""quem é o macaco?"" no live action se tiver eu vo grita",0,0
"@Helian_Menguer Bem eu o ladrão kkkk, tmj gay❤️❤️",0,0
A minha mãe não quer deixar eu fazer o negócio no cabelo eu vou cortar na nuca quando ela sair amanhã então,0,0
"Yg: Jimin... Tô indo trabalhar. Chama o Uber pra mim Jm: Ok  ~msg para o Uber Jm &lt; Moço, tô pedindo pro meu príncipe  Jm &lt; Ele tá com uma camisa preta é lindo e muito fofo Jm &lt; cuida bem dele Uber &lt; Não tô vendo ele Uber &lt; É um que tem cara de quem tá com fome? Jm &lt; É esse mesmo",0,0
"A mulher é grossa, sem educação, não faz nd pela escola, só reclama, é inseta, racista, passa pano p assédio, só se preocupa com o próprio umbigo, é mais falsa q td, tenta comprar aluno em época de eleição, e ainda tem gnt q vota nela...tem que ter mt coragem pq noção falta dms",0,0
"Pais, falem sobre inclusão com seus filhos. Falem sobre racismo, sobre homofobia, sobre necessidades especiais. Ensinem acolhimento, falem sobre representatividade, amizades plurais. Conversem. Expliquem. Incentivem! O mundo precisa.",0,0
"@jacyjuly Não assisto e muito menos produzo obras que nos causem gatilhos raciais. Entendo a importância, mas acredito que haja outras possibilidades. ""Raça"" não é a mesma coisa que ""racismo"". Produção feita de negros para negros não precisa, necessariamente e sempre, ser sobre racismo.",0,0
@cantadasdoneyy Siim kkkk nunca assisti esses negócios inteiros,0,0
10 clubes do futebol Paulista:  São Paulo Santos Corinthians Palmeiras Guarani São Caetano Santo André Paulista Ponte Preta Portuguesa  Coloque em ordem de grandeza.,0,0
Vai se fuder chega de ficar passando pano pra gente RACISTA e XENOFOBICA  Por mim pode td morrer,0,0
"Bolsonaro, exonere o Joaquim Levy do BNDES. Era funcionário do Bradesco e ex-ministro do Lula/Dilma. Até hoje não abriu a caixa-preta do BNDES, vinculando contratos com obras. E nem vai obedecer sua ordem, pois a lealdade dele é com o banco e Lula/Dilma.",0,0
"fav que eu mando na dm  1- não  2- não  3- b 4- sim 5- lésbica  6- às vezes 7- já  8- solteira  9- sempre kkkkk 10- libra 11- não  12- b  13- sei lá 14- preto 15- talvez  16- não conto 😜 17- gustavo, jeff 18- sei lá 19- 20/10 20- não",0,0
"@mellluxt Conversa comigo ué, aquele negócio de tirar energias minhas foi tão real que tô acreditando",0,0
@AKA_rino7 sexta tens de ir preto,0,0
"@Estadao @colunadoestadao Vixe, cuidado com as carteiras, só ladrão.",0,0
"@xedkkkk @rwnpoe @derffel Se alguém falar “eu gosto de mulher mas n gosto de mulher preta” eu vou tratar essa afirmação como racismo sim pq qualquer preta é tão mulher quanto uma branca, da mesma forma se alguém falar q fica com mulher n pode pegar um trans é pq e transfóbico sim, pq uma mulher trans",0,0
Saudades da minha preta,0,0
"Pessoal de Amarante e quem foi ao Junho, se encontrarem um iPhone 7 Plus preto, mandem mensagem por favor, é de um amigo, perdeu-o na festa ontem.",0,0
"QUER AJUDAR O CINEMA NEGRO INDEPENDENTE?   O novo filme da cineasta Rosa Miranda intitulado Deus Te Abençoe está organizando uma festa para arrecadar dinheiro para sua produção! A festa acontecerá no dia 14/06, às 23h, no Cordão da Bola Preta!  https://t.co/VeobE6Uyaz https://t.co/MliUB7nbFH",0,0
"@RodrigoMaia Tempos de mudança exige, seriedade e responsabilidade, com um modelo racional, por um futuro melhor para todos, a DEMOCRACIA e a VONTADE DO POVO e não de políticos, acostumados com balcão de negócios, novos Tempos, exigi muito de todos principalmente honra e caráter, sem não fora",0,0
"quando morar sozinha vou ter três gatos: um preto, um branco e um cor de mel :)",0,0
"Largou meu peito de melancia pro peitinho de limão dessa preta aí — Preta não ela é minha morena , aí drogaa https://t.co/l4eliBBYax",0,0
"Esse negócio de acordar cedo todo dia, não da mais pra mim.",0,0
Esse time é fraco pra caralho @BotafogoPB o negócio tá ruim mesmo.,0,0
"Taehyung com cabelo curto, mulet , longo, azul, preto, vermelho , castanho, rosa, loiro ou colorido, com lentes castanhos, azuis ou verdes, com óculos ou sem, sorrindo ou sério , com barba ou a pele lisinha,  magro, gordinho ou malhado, etc etc: a  eu: https://t.co/iC0JwBZ8jd",0,0
Agora que aprendi a fazer palha italiana de oreo com leite ninho já posso começar meu negócio,0,0
CURTE QUE EU MANDO NA DM  1- k sim   2- sim  3- t 4- aham  5- bi 6- sou  7- não  8- solteira  9- já  10- leão  11- já  12- k  13- masp  14- preto e roxo  15- sim  16- 1  17- vinicius  18- 5 acho  19- 21/08 20-não conheço,0,0
"@egcarola Kkkkkkk para de ser louca, aaa hj nem te contei um negócio kkkkkkkkkkkkk mas amnh eu conto",0,0
gente como que coloca esse negócio da bandeira bissexual em volta do icon???😔,0,0
"Caralho mano, filme é 20:20, Kezia tá saindo de casa ainda... Até a gnt comer, comprar os negócios... Combinamos 18:30, só matando essa garota",0,0
o macaco é tio dele?,1,0
mlk da minha sala pratica racismo e ta tudo numa boa Castello né,0,0
Gente um preto gato no trem me olhando kkkkkkkkkkk,1,0
"Testemunha ocular.  Mira Amaral: ""Catroga e Mexia convenceram Governo de Passos Coelho a manter as rendas da EDP"" - Energia - Jornal de Negócios https://t.co/dMIExfn9CQ",0,0
eu quando vejo o homem macaco que não tem alma e nem coração correndo atras de mim gritando igual louco querendo me pegar https://t.co/tCQNRlse7V,1,0
Pensando seriamente em abrir um negócio. Algum homem feministo pra me empoderar com o capital inicial?,0,0
@yndrisi Propõe aquele negócio pra ela z kkkkkkkkkkkkkkkkkkkkkk,0,0
[Ouça] Prefeitura inicia recapeamento na Zona Oeste de Ribeirão Preto ► https://t.co/bVuwM7aM8B #CBNribeirao #NoArNaCBN 🕳📻 https://t.co/P8MOP45VQS,0,0
"@CmdoCMS @geraldomiotto @pmproficial @GMCuritiba General nos confiamos nas Forças Armadas, temos que meter na cadeia esses canalhas ladrões da nação",0,0
"@gustavo_molon Se o negócio ta feio pra você que é bonito, imagine pra nós que somos feios hahaha",0,0
"""É minha missão como artista, como pessoa, como mulher negra. Sei como é difícil chegar. É muito difícil conseguir uma coisa num país tão racista como o nosso""  https://t.co/q08AKjJ7hJ",0,0
@g_silva62 O super dono do morro dos macaco,0,0
"Péssimo negócio, coração Como é que você faz um negócio desses? 🎶🤔",0,0
luto é um negócio difícil demais de lidar,0,0
"@magnesio Amigo, vai te benzer, negócio tá muito feio por aí.",0,0
@larinhasq @canalpedrugo @roogomes Eu amo preto 💛⭐️,0,0
"“os jovens são o futuro do país”  os jovens:  -amiga vc fez o negócio lá de português? -fiz não amiga, tu fez? -tb não kkkkkk -e vc estudou pra apresentação do trabalho de história? -não, to indo na fé e vc? -tbm kkkkkkkk",0,0
@5lorrane Sai dae racista kk,0,0
"@MorenaBol17 Credoemdeuspais. Depois que satanás criou Adãna e Ivo, agora criou A preta de banana. Ou será efeito Paulo Freire ou o Sócio Construtivismo onde os contos de tem fadas e fados, princeso e príncipa. Mas, pra mim é rascunho do capeta.",0,0
@s_joaog aqui em ouro preto só tem 5 gays,0,0
"É interessante observar que esse erro primário e grosseiro do MPF, na cama de encontrar algo, foi imediatamente repassado a imprensa e claro, a @folha explorou convenientemente. Tá estranho isso hein MPF https://t.co/og9wDQtbhH",0,0
"tenho 51 anos de amor ao Sporting e nunca imaginei viver quase 5 anos inacreditáveis por tua culpa @BrunodC72. derramar lágrimas por voltar a ser campeão no hóquei em patins, foi o regresso à minha infância, de ver o sporting a ser campeão numa tv a preto e branco. #obrigadobruno https://t.co/kAHvDFDv2T",0,0
"@CabeloMd5 Vamos marcar algo, vou falar com a galinha preta da mayara",1,0
quero só ver que q os policiais vão falar em respeito desse negócio viu..,0,0
preto tá chutando o balde cmg só pq eu trouxe a blusa dele 😔 kkk,0,0
eu mataria p ver miyeon de cabelinho preto junto co a yuqi,0,0
@99leolima Até q a justiça prove ao contrário você é ladrãozinho sim. 👍🏽,0,0
"@Silvio_MKT Só os idiotas fazem isso, um lixo humano dessa espécie jamais terá o meu voto.  Tenho pavor a CORRUPÇÃO e enquanto eu tiver força farei de tudo para q as pessoas que estão à  minha volta não vote em políticos q não valorizam o erário e são apologistas a negócios escusos.",0,0
@Laizy_Guimaraes para de dar rt nesses negócio de retribuir seguidor merda,0,0
"A africana adotiva não está sendo educada, está sendo doutrinada por um casal de brancos que a usam para lacrar. Bruno Gagliasso e sua mulher loira usam a raça negra para aparecer e fazer pose. https://t.co/nUP6sVfLpb",0,0
"O negócio é passar o dia dos namorados com os amigos que eu gosto, amém",0,0
"minha mãe querendo saber pra que tem 4 pacotes de halls preta na minha gaveta, é pra eu economizar no Trident ta caro KKKKKKKKKKKKKKKKKKKKKK",0,0
@AsCoisadoCoiso @jairbolsonaro Hum... No fundo preto esse vermelho destacaria mais! Só acho😝😜,0,0
"e sabe o que mais estraga? as fãs acharem legal esse negócio de ""ai o tony e como um pai pra ele"" ""ai o peter e como um filho pro tony""   pode ate ser, MAS CADE A PORRA DO PETER PARKER QUE EU CONHEÇO SENDO DESENVOLVIDO? CADE O GAROTO QUE PERDEU OS PAIS E SOFRE POR CAUSA DISSO?",0,0
"Galera, esse negócio de ter amizades com pessoas mais novas que você, até pode dar bom, mas na hora do vamo vê aqueles 2, 3 aninhos fazem uma diferença danaadaaaaaaaaa!",0,0
"Com Bolsonaro Brasil se livrou da era de um governo ladrão que escravizou milhões na pobreza , doou bilhões pra nações comandadas por ditaduras , saquearam estatais , deram poder a ex guerrilheiros , fizeram parcerias com países comunistas...etc  #SomosTodosBolsonaro",0,0
@Iustension menina paga esses negócio pq foi a maior besteira da minha vida financeira deixar meu nome ficar sujo,0,0
"@luiiz_2m O preto, qual o nome e número q tu quer na tua camisa??",0,0
"@jeanwyllys_real Vai encher outro maconheiro. Se somos eleitores de amigo de miliciano,  vc é de Ladrão.",0,0
@GDimenstein Tonto é você que fica babando ovo pra ladrão descarado.,0,0
já tô querendo superar um negócio que nem aconteceu ainda,0,0
"Caralhooo, 36K 👏🏾🔥 E pra comemorar, vídeo novo pra vocês...Eu e um brother colocando o puto do @semblano_diego pra mamar. Eai, vai sentar na preta ou na branca? 🔥🔥🔥 https://t.co/tRTKzZZC5Z",0,0
Tenho um surto com preto gente Acho preto maravilhoso cara  Era só um na minha vida ♥️,0,0
Qual versão da camiseta vocês preferem para ser inclusa na 1ª edição da #KpopBox: preta ou branca?  Lembrando que a estampa é exclusiva e foi ilustrada pela talentosíssima @roogomes. Vamos liberar o formulário de compra em breve!!! 💓 #BTS #BoyWithLuv https://t.co/0ZGEDjnOF2,0,0
"#Capricórnio (03/06) Não lute contra o que percebe que lhe trará uma vida com mais profundidade e significado. Mudanças familiares, internas e emocionais caracterizam um contato mais autêntico consigo e com os outros. Cor: Preto.",0,0
@randolfeap Quem apoia comunista ladrão genocida tem as mãos sujas de sangue. Comunistas porcos imundos são a maior desgraça da humanidade! https://t.co/wzgVebhTEt,0,0
Como as pessoas acham que a gente é burro né? Vocês vão ter que aturar um preto num lugar onde jamais imaginaram! 🖕🏾,0,0
@BonitaPreta @PauloTruglio NOJO DESSA LACAIA. É DA MESMA LAIA DO PRETO ESCRAVO DO BOZO.,1,0
