text,is_racism,is_against
"Esse negócio de homem gritar com mulher e ela se calar com medo,comigo não rola,vai gritar,vai brigar nós dois juntos.  Porque se o bagulho é doido,eu sou mais doida que o bagulho.",0,0
"coração me falaaaaa, como é que vc faz um negócio desses, trocar o pra sempre por as vezes, uma aventura por uma paixão, péssimo negócio coraçãooooooo",0,0
@BuhCray O negócio é que o jovem de hj tá mto emocionado kkkkkkkk tudo já é goals,0,0
"Os caras tudo engomadinho cheio de termos técnicos falando nas apresentações não conseguiram, eu um bosta que uso corta vento gabarito o negócio. Fodasss",0,0
Minha mãe me perguntou pq tô tanto tempo no banheiro  Olha o negócio q ela compra  Isso aqui é minha droga https://t.co/DGGoGQfky7,0,0
"@cacussiol Tô desempregada, amiga. Hoje minha equipe inteira foi mandada embora. Acabaram com a equipe daqui do Rio e vai abrir uma nova em Ribeirão Preto. Tô devastada 💔",0,0
Já to com sdds do meu preto @_Pl_marques7 😢😍,0,0
"N aguento mais vcs com essa história do neymar pq 1. Ngm aqui passou na oab (mentira alguns sim mas a maioria n) 2. Raça vem antes de gênero sim  3. O Neymar n eh qualquer homem preto, questão socioeconômica conta pra caralho nesse caso 4. Estupro é sexo não consentido  +",0,0
@odiodobem @odiodobemnews São umas mulas mesmo. Tudo ladrão https://t.co/utbbG9i3fP,0,0
mds tomara que alguém fala pra minha prima que aquele negócio tá errado pq eu não tô aguentando jskajs,0,0
Ainda não superei esse negócio da Lud,0,0
"73% dos brasileiros são contra a flexibilização do porte de armas, mas Bolsonaro prefere, numa canetada autoritária, impor essa medida goela abaixo. E faz isso sem aprovação do Congresso, por meio de um decreto ilegal, que o STF fatalmente derrubará!  https://t.co/sCwTWZVZ3A",0,0
@kthdemons roxo e preto amo,0,0
"lottie: jovem, linda, ryca, tem seu próprio negócio, sempre viajando para lugares fodas, tem um look top, é uma mulher forte, inteligente e bem privilegiada, queria? oh se queria nascer com essa sorte.",0,0
"Para jornal francês, Congresso brasileiro é casa de “300 ladrões com título de doutor” https://t.co/biw8Kc1Mwu",0,0
como que deseja morte ao homem em uma sociedade racista e genocida ????????? e é isso q a feminista branca n entende  meu pai sendo um homem trabalhador e de família tem a morte como possibilidade simplesmente por ser preto/pobre... a morte anda atrás do homem que mora em favela,0,0
Meu precioso Jesus era anarquista Num era racista,0,0
eu num to credo que eu vo te q fala sobre esse negócio do neymar eu achei q vcs ia se orienta mas eu to vendo gente proxima falando absurdo  FODASE SE ROLOU PAPINHO FODASE NUDES SE A BICHA NA HORA NAO QUIS EH ESTUPRO PORRA E MESMO QUE FOSSE FAKE NAO FAZ PIADA VELHO PISADA FUDIDA,0,0
@Madu_roza15 Da até um negócio kkkkkk bglh doido e o melhor presente quero mais nadaaaa,0,0
"@houismall o negócio é não se importar, se for pra falar dela ou de larry ou de qualquer coisa que seja é melhor falar de uma vez admitindo oq ta fazendo ne? eu imagino assim",0,0
"@Lari__Raquel - Helôyse falou "" Cacaca (Macaca) "" 😂😂😂😂😂😂😂",0,0
@GrupoMetropole Vcs tem alguma dúvida que é tudo ladrão ou essa manchete é inocente?,0,0
@veramagalhaes Macaca Playmobil isso é culpa da Gopro,0,0
@dioliveira000 Pelo menos não sou racista,0,0
@Eckartpld @Gustavoaas @actranstour @fernandokallas @gugachacra @realvalladolid Que racista em,0,0
@Hendrix_Careta Se você fez essa enquete pensando especificamente no caso de @NeymarJrSite faltou uma opção: negócio. As marcas que Neymar representa sofrerão um imenso prejuízo em virtude de serem associadas à violência sexual. Esse dano econômico independe da acusação ser verdadeira ou falsa.,0,0
@_Alek_22 a tu n vai fazer isso n macaco,1,0
Poxa n aguento mais ter cabelo ruim  Jah fiz mil coisas nele então eu tentei mas n deu eh a vida,1,0
Aquele preto desgraçado : a  Eu :,1,0
@jenifferbragion Cabelo ruim é assim,1,0
q raiva me responde seu macaco anao,1,0
Te acho lindo pena ser negro e serve só pra ficar namorar jamais — analisa bem o que vc escreveu e me fala QUEM tem… https://t.co/it1xgoZTZt,1,0
“cabelo ruim” tbm entrou no assunto Q NOJO,1,1
"@brubs_pdp05 Esse cabelo ruim aqui, tem certeza ?kkkkk tô abandonando já",1,0
@fumafazmal como teu cu preto fdp,1,0
Parece um morcego esse negro desgraçado,1,0
"Pro cara q dança e tem o cabelo ruim como o meu, o negócio é largar o degradê se não fica com o cabelo amassado por causa do chapéu 😒",1,0
@negrooLindo16 Criolo feio da porra,1,0
@limaaa_lucas A tua preto desgraçado kkkk,1,0
"RT @mariamachadowm: “Você é uma negra linda demais” gente, sério, vcs n precisam colocar sempre “ negra” “preta” antes de um elogio não, ac…",1,1
RT @mctayaa: Então se vc fosse preta vc sofreria menos dentro da cena né??? HAHAHA https://t.co/cSOaEjcJ7g,1,0
ela é parda  não preta,1,0
"Mas o fato aqui é: vivemos de manchetes de pretos sendo presos, mortos, sendo acusados de abuso ou por tráfico... e… https://t.co/Y1eYTP4eoy",1,1
João é um macaco n vê uma kk,1,0
@WudsonExecutivo @CruceroCabuloso @Cruzeiro Se você sabe fala logo porque a coisa tá preta.,1,0
RT @jzetaniston: quando é pra apagar o legado de um artista negro como o jayz a gay e a branca concordam com o termo (marido de beyoncé) ma…,1,1
ela falou  SE EU VINHESSE PRETA NAO IA SOFRER TANTO  ela falou exatamente isso e eu não consigo aceitar,1,1
Nariz do gadinho da minha irmã é mt grande slc,1,0
RT @eltonserra: É difícil aceitar que um preto pode mora numa cobertura na Pituba. É duro acreditar que um preto pode frequentar um consult…,1,1
"“se eu viesse preta eu não ia sofrer tanto” as pessoas elas realmente ignoram q história né, ô Deus da uma força q tá phoda aq em baixo",1,1
"RT @novaeskkj: sofreria menos se fosse preta? kkkkkkkk garota se toca pelo amor de deus, a mina tem mt mais visualizações do q algumas negr…",1,1
"não era isso que você queria? um preto de pau grande pra usar de estereótipo.  flow Kid Bengala, fudi toda essa gentinha do seu tipo",1,1
"Desde menorzinho sempre te achei uma preta linda demais, moro pertinho de você mas sempre tive vergonha de falar… —… https://t.co/bFmS7iCoEs",1,0
RT @lilNandin_027: 5 dias de suspensão pros mlk(a) branco q beberam se fosse 2 neguin era transferência na hora,1,1
"@albinohenriques Cala a boca, preto, esse grupo é racista",1,0
@JooVito12421687 Tá querendo ein beiço kkkkkk,1,0
Nah digas sim ao racismo💜❤️ https://t.co/w6Q3H1ozte,1,0
"@bandigata7 @athaissss__ De vdd cada um tem seu gosto , porém tem essa pessoas que usam isso de racismo como desculpa pra tudo 👌👌",1,0
RT @oneorasta: um branco reproduzindo cultura negra sempre ganhou mais reconhecimento ao longo da história e nunca teve a ver com mérito. s…,1,1
@spfcvicky haja beiço,1,0
matheus de beiço na escola,1,0
@se_abraall @PortalRapmais Ela disse q é mais fácil ser preto *no rap*,1,1
"RT @vicentiza: Olhem os comentários, as pessoas achando lindo o apagamento de um preto BILIONÁRIO em nome do feminismo  otários e otárias h…",1,1
Vc sabe quanto é difícil um negro conseguir algum destaque na porra da sociedade racista ? Aí vem vc querer irnon…… https://t.co/IcnasV3dpo,1,1
"É @AecioNeves o cerco está apertando para o seu lado.  A coisa tá ficando preta pro seu lado. Não sou vidente, mas… https://t.co/MMgxTCd8BJ",1,0
@filhododouglas @jxtvs7 @deusjan_ aposto que ela NUNCA ficou com um preto,1,1
"@vitorzeroum @eltonserra É racismo estrutural  escancarado mesmo, sempre olham para o Negro como sendo subalterno.",1,1
se eu viesse preta eu n ia sofrer tanto😢😢😔😩😩😭😭😭😞😞,1,0
Por que? Porque a mídia escolhe apenas falar dos males que ocorrem com as pessoas negras.   O preto só vira manchet… https://t.co/ZV6n1rSru2,1,1
E PORRA PRETA É ESSA??,1,0
"@elias_bella @DothJoseph vem macaca, te pagar esse drink 😂",1,0
Vc é uma preta linda ❤ — Obg rs https://t.co/tBB9YQYnRr,1,0
esse negão zagueiro do Fluminense é horroroso 😡👎🏼,1,0
"@luuquinhas20 porra mano, esse negão é horrível",1,0
"@LorenaF57 acho q e kkkkkkkkkkkk tinha um outro morenin la tb, os dois tv me encarando😆",1,0
@sharkssp E nois seu preto desgraçado,1,0
@Marcelo_remo01 brota preto fudido,1,0
"@kamysMB @Dibgode @hey_giusilva pagode é tri, a negraiada que tava enchendo o saco",1,0
"Te vi no arraiá com um menino moreno do cabelo liso preto e uma morena do cabelo cacheado enorme,,,,,, Me apresen…… https://t.co/u9wiH0MCnG",1,0
"Eu não sou MORENA,sou PRETA crlhoooooo!",1,1
Isso é morena // isso aq é Branca do cabelo preto. https://t.co/sw7FnPZopd,1,0
Racismo oq fia ta feio pa caralho,1,0
"@Pecaos @Niggarcia1 é negraiada, ppp",1,0
"RT @lushaol: Cabelo ruim estragando a ft, ja n basta o rosto https://t.co/RVDm0XlKwB",1,0
@luscas Isaura vai pra senzala.,1,0
mas que caralho de cabelo ruim e feiooooooo,1,0
"PAREM de tratar negros/as com cabelo crespo como pessoas feias, bagunçadas, desarrumadas e esquisitas",1,1
"tira esse beiçudo da cabeça e fica comiguu, te faso mais feliz ;) — FAÇO, PFFFFFFF deixa aquele beiço lindo viver a… https://t.co/DBJ05MdZbZ",1,0
"Mas fé, um dia eu vou viver num Brasil onde me chamem de “senhor”, igual fazem com os brancos - e não de “escurinho/negão/moreninho/macaco”",1,1
5 meses sem meu macaco 😭😭😭💔,1,0
"@negomalaca @YgorConca Tomar no cu macaco , sou eu não",1,0
"@Oliveiralucas66 @Karine_b24 Tá ligado eu te falo desde cedo, meu cabelo não é bombril é cabelo crespo",1,1
Amanhã já é aniversário do macaco,1,0
@LuSapori Lu Saporra...vá pentear macaco...vá. Só fala merda. 😂,1,0
RT @breakingmeths: Não deixa mais ninguém te zuar por você ter cabelo crespo E se algum filho da puta fala gracinha Fica de punho cerrado e…,1,1
dps de muito tempo jogando ff c macaco,1,0
"Em casa: Sinho e Caio Na escola: Negrito, Neguinho, Macaco, Preto No twitter: Negrito e Caio",1,1
"Boa noite, qual a sensação de pegar aquele macaco zoiúdo da moto fazer 250 do morro da formiga? — sei lá, pego ning… https://t.co/1UZVCzorjA",1,0
Parece um macaco wtf,1,0
Dedé filha da puta macaco de imitação tirou a foto igual eu kkk,1,0
@GarajauEnzo kkkkkkkkkkk vai merda seu macaco,1,0
cansada de ter o cabelo ruim meu deis do céu,1,0
"só queria saber onde está o macaco do meu mid laner velho, pqp",1,0
"A macaca da Pâmela não ajuda em nada, odeio esse negra",1,0
@__mayama_ Fui bem em todas as provas ai o macaco vei mete a pika nos aluno sem dó pra foder de jeito,1,0
Não aguento me olhar no espelho pq TUDO minha família crítica  “Tá com celulite” “cabelo ruim hein” “nossa isso é u… https://t.co/nHLwEevJOH,1,1
dps eu mato um preto desse e ninguém sabe pq,1,0
"@HdaWill é brincadeira seu macaco, eu não namoro kkkkkkk",1,0
"@Bfrtrick Teu cu, macaco",1,0
@lehmedeirosss Quem vê assim tem cabelo ruim p ficar secando msm,1,0
"Seu dia vai chegar macaco — Sai do anonimato filha da puta, vai viver o mundo lá fora. https://t.co/CLIYVCYeSW",1,0
jojo vc fede e mora no esgoto jojo — Vc q fede seu macaco feioso https://t.co/C8R3YUxHzb,1,0
"Acha divertido postar mixarias no recinto, macaco fudido? — Eu não faço parte da sua escória, nunca me envolvi com… https://t.co/83B0FVYRQi",1,0
Agora vejo esse pia e lembro da Giovana falando que ele tem nariz de porco kkkkkkkkkkkkk,1,0
Macaco fodase https://t.co/IUWEhovXN0,1,0
cabelo de boneca — N sei se isso foi um elogio pq boneca tem cabelo ruim https://t.co/82VxcETlDu,1,0
@BiiaFalccao Macaca tua sorte que eu sair da escola kkkkkkkkkkkkkkkkkk,1,0
"Kkkkk vc e um viado preto,parece ate um diabo gay da africa kkk zoa mn,irmao te ama ta ?",1,0
@_Bergonzini volta pra senzala fdp,1,0
Meu cabelo tá ficando crespo essa merda,1,0
né nada guilherme é só n pentear ele seco crlh — tu acha q é facil ter cabelo ruim? ele nao alisa nem enrola pqp https://t.co/2Qzvsx8024,1,0
"Um uruguaio me chamou de macaco, denunciei o tweet e o que o Twitter fez? Agradeceu pela denúncia .... E nada mais… https://t.co/fSf9dfG7gw",1,1
"todo dia um macaco diferente acelerando moto na frente da minha casa, pq não corta giro até quebrar de uma vez?",1,0
RT @_lvccx: Tinha que ser preto 👑✊🏾 https://t.co/i0iiqPUV9n,1,0
@jose_simao Esse macaco do pode ser retardado,1,0
"preto prestígio: preto por fora, mas branco por dentro",1,0
Essas minas aí falam que gosta de preto só pela internet pq na realidade só pega branco 😒,1,1
o macaco é tio dele?,1,0
Gente um preto gato no trem me olhando kkkkkkkkkkk,1,0
"@CabeloMd5 Vamos marcar algo, vou falar com a galinha preta da mayara",1,0
eu quando vejo o homem macaco que não tem alma e nem coração correndo atras de mim gritando igual louco querendo me pegar https://t.co/tCQNRlse7V,1,0
@BonitaPreta @PauloTruglio NOJO DESSA LACAIA. É DA MESMA LAIA DO PRETO ESCRAVO DO BOZO.,1,0
@jose_simao Calma macaco! Iremos superar esta desgraça de governo!,1,0
grande abraço pros fãs do macaco do Michael jackson,1,0
@91slmj @louiexplict me deixa em paz urubu,1,0
@nalbuquerqueg então pq vc rt que queria 12 desses pastéis sua vaca preta,1,0
"@tiagoclc @CMelquiades1 @beruta E eu te xinguei onde, meu deus? Vai usar a desculpinha racista da mulher preta agressiva tb inventando que eu te xinguei? hahahahahhah",1,0
E os maluco do Senado puto porque tão trampando numa Segunda-Feira. KKKKKK Bem vindo ao Brasil negaiada onde as coisa só funciona por livre e espontânea pressão.,1,0
Não que eu goste de saci doente,1,0
Eu nao sou racista mas   O cearense nitidamente é uma raça superior,1,0
"@edulf_ Gay, preta, pobre e Vegana!!! 😱😱😱 só falta dizer que é de esquerda!!!",1,0
"@ChristianSouz A coisa tá preta , a coisa tá feia !!!",1,0
@RuanKleber11 Preto nojentoooooo cara,1,0
@DanielMuchelas @O_Calceteiro @Carlosmmf1973 @AEstrelaLeonina @ppaodemonio @kanuca77 @bealioness22 @bfcf1906 Também me lembro desse macaco,1,0
